ts,symbol,session,price,ret,tick_count,trv,imb,spread,dayrise,status,detail
1772083566.000,187660,MID,17960.0000,-0.333,92,775534590,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.33 thr=0.18 margin=-0.51 relax=0.00 | all=ret cur=-0.33 thr=0.18 margin=-0.51 relax=0.00; ret10 cur=-0.33 thr=0.24 margin=-0.57; ret10_non_positive cur=-0.33
1772083566.000,001500,MID,13350.0000,0.000,2,493950,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083567.000,064760,MID,236000.0000,0.000,10,7551500,0.421,0.212,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083568.000,035420,MID,260000.0000,0.192,22,60163500,0.480,0.192,0.000,NO_BUY,reject=ret10 cur=0.19 thr=0.24 margin=-0.05 | all=ret10 cur=0.19 thr=0.24 margin=-0.05
1772083569.000,002020,MID,71200.0000,-0.140,7,1354400,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00 | all=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00; ret10 cur=-0.14 thr=0.24 margin=-0.38; ret10_non_positive cur=-0.14
1772083571.000,103590,MID,87900.0000,0.000,12,118824900,0.810,0.114,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083572.000,122630,MID,111035.0000,0.054,75,752629950,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772083573.000,229200,MID,20975.0000,0.024,772,882024890,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00 | all=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00; ret10 cur=0.02 thr=0.24 margin=-0.22
1772083575.000,064400,MID,73900.0000,0.000,8,11083500,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083576.000,294570,MID,33700.0000,-0.148,2,168300,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.15 thr=0.18 margin=-0.33 relax=0.00 | all=ret cur=-0.15 thr=0.18 margin=-0.33 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=-0.15 thr=0.24 margin=-0.39; ret10_non_positive cur=-0.15
1772083577.000,310210,MID,314000.0000,-0.159,4,7861000,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00 | all=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00; ticks cur=4 thr=5 margin=-1; ret10 cur=-0.16 thr=0.24 margin=-0.40; ret10_non_positive cur=-0.16
1772083578.000,233740,MID,20295.0000,0.039,117,537814147,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.04 thr=0.18 margin=-0.14 relax=0.00 | all=ret cur=0.04 thr=0.18 margin=-0.14 relax=0.00; ret10 cur=0.04 thr=0.24 margin=-0.20
1772083578.000,086520,MID,184550.0000,-0.054,26,314270950,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.05 thr=0.18 margin=-0.23 relax=0.00 | all=ret cur=-0.05 thr=0.18 margin=-0.23 relax=0.00; ret10 cur=-0.05 thr=0.24 margin=-0.29; ret10_non_positive cur=-0.05
1772083579.000,396500,MID,34725.0000,-0.029,56,267344330,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.03 thr=0.18 margin=-0.21 relax=0.00 | all=ret cur=-0.03 thr=0.18 margin=-0.21 relax=0.00; ret10 cur=-0.03 thr=0.24 margin=-0.27; ret10_non_positive cur=-0.03
1772083581.000,115180,MID,33900.0000,0.000,2,101700,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083582.000,042520,MID,51600.0000,0.000,2,103200,0.170,0.194,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083583.000,005930,MID,216500.0000,0.000,148,569770500,0.440,0.231,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083583.000,035720,MID,61500.0000,-0.163,23,123747600,0.181,0.163,0.000,NO_BUY,reject=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00 | all=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00; ret10 cur=-0.16 thr=0.24 margin=-0.40; ret10_non_positive cur=-0.16
1772083583.000,036810,MID,41900.0000,0.480,34,60351150,0.500,0.000,0.000,NO_BUY,confirm_wait 0.1s
1772083584.000,005830,MID,208000.0000,-0.240,4,15612500,0.135,0.240,0.000,NO_BUY,reject=ret cur=-0.24 thr=0.18 margin=-0.42 relax=0.00 | all=ret cur=-0.24 thr=0.18 margin=-0.42 relax=0.00; ticks cur=4 thr=5 margin=-1; ret10 cur=-0.24 thr=0.24 margin=-0.48; ret10_non_positive cur=-0.24
1772083585.000,336260,MID,39600.0000,-0.126,7,88820800,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.13 thr=0.18 margin=-0.31 relax=0.00 | all=ret cur=-0.13 thr=0.18 margin=-0.31 relax=0.00; ret10 cur=-0.13 thr=0.24 margin=-0.37; ret10_non_positive cur=-0.13
1772083586.000,377300,MID,68900.0000,0.000,16,17974900,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083586.000,187660,MID,17930.0000,-0.111,73,181481500,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.11 thr=0.18 margin=-0.29 relax=0.00 | all=ret cur=-0.11 thr=0.18 margin=-0.29 relax=0.00; ret10 cur=-0.11 thr=0.24 margin=-0.35; ret10_non_positive cur=-0.11
1772083586.000,039030,MID,416500.0000,0.000,9,12090500,0.054,0.120,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083586.000,066570,MID,145900.0000,0.206,35,97452200,0.500,0.000,0.000,NO_BUY,reject=ret10 cur=0.21 thr=0.24 margin=-0.03 | all=ret10 cur=0.21 thr=0.24 margin=-0.03
1772083588.000,064760,MID,236000.0000,-0.423,10,29049500,0.455,0.212,0.000,NO_BUY,reject=ret cur=-0.42 thr=0.18 margin=-0.60 relax=0.00 | all=ret cur=-0.42 thr=0.18 margin=-0.60 relax=0.00; ret10 cur=-0.42 thr=0.24 margin=-0.66; ret10_non_positive cur=-0.42
1772083589.000,058470,MID,106000.0000,0.000,2,1166000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083589.000,035420,MID,260000.0000,0.000,22,75972500,0.472,0.192,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083590.000,002020,MID,71300.0000,-0.140,5,1069000,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00 | all=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00; ret10 cur=-0.14 thr=0.24 margin=-0.38; ret10_non_positive cur=-0.14
1772083592.000,122630,MID,111060.0000,0.027,112,1403882165,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.03 thr=0.18 margin=-0.15 relax=0.00 | all=ret cur=0.03 thr=0.18 margin=-0.15 relax=0.00; ret10 cur=0.03 thr=0.24 margin=-0.21
1772083593.000,229200,MID,20975.0000,-0.024,89,494263677,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.02 thr=0.18 margin=-0.20 relax=0.00 | all=ret cur=-0.02 thr=0.18 margin=-0.20 relax=0.00; ret10 cur=-0.02 thr=0.24 margin=-0.26; ret10_non_positive cur=-0.02
1772083594.000,103590,MID,87900.0000,0.228,3,10452000,0.791,0.228,0.000,NO_BUY,reject=ticks cur=3 thr=5 margin=-2 | all=ticks cur=3 thr=5 margin=-2; ret10 cur=0.23 thr=0.24 margin=-0.01
1772083595.000,064400,MID,73900.0000,0.000,12,95035500,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083597.000,294570,MID,33700.0000,0.000,4,2493800,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=4 thr=5 margin=-1; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083598.000,233740,MID,20315.0000,0.049,82,450800680,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772083598.000,086520,MID,184600.0000,0.054,21,53325000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772083598.000,310210,MID,314500.0000,0.000,5,10072000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083599.000,396500,MID,34735.0000,0.029,44,245446645,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.03 thr=0.18 margin=-0.15 relax=0.00 | all=ret cur=0.03 thr=0.18 margin=-0.15 relax=0.00; ret10 cur=0.03 thr=0.24 margin=-0.21
1772083602.000,042520,MID,51600.0000,0.194,5,6643800,0.500,0.000,0.000,NO_BUY,reject=ret10 cur=0.19 thr=0.24 margin=-0.05 | all=ret10 cur=0.19 thr=0.24 margin=-0.05
1772083603.000,005930,MID,216000.0000,0.231,144,786966750,0.441,0.231,0.000,NO_BUY,reject=ret10 cur=0.23 thr=0.24 margin=-0.01 | all=ret10 cur=0.23 thr=0.24 margin=-0.01
1772083603.000,036810,MID,42450.0000,0.711,50,80920000,0.500,0.000,0.000,NO_BUY,reject=orderbook_stale age=282.00s max=1.00s | all=orderbook_stale age=282.00s max=1.00s
1772083603.000,035720,MID,61500.0000,-0.163,26,27478900,0.180,0.163,0.000,NO_BUY,reject=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00 | all=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00; ret10 cur=-0.16 thr=0.24 margin=-0.40; ret10_non_positive cur=-0.16
1772083604.000,005830,MID,209000.0000,-0.239,8,14826000,0.156,0.240,0.000,NO_BUY,reject=ret cur=-0.24 thr=0.18 margin=-0.42 relax=0.00 | all=ret cur=-0.24 thr=0.18 margin=-0.42 relax=0.00; ret10 cur=-0.24 thr=0.24 margin=-0.48; ret10_non_positive cur=-0.24
1772083604.000,115180,MID,33950.0000,0.000,2,67900,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083605.000,009900,MID,11370.0000,-0.088,3,3873640,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.09 thr=0.18 margin=-0.27 relax=0.00 | all=ret cur=-0.09 thr=0.18 margin=-0.27 relax=0.00; ticks cur=3 thr=5 margin=-2; ret10 cur=-0.09 thr=0.24 margin=-0.33; ret10_non_positive cur=-0.09
1772083606.000,187660,MID,17860.0000,-0.279,122,402076815,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.28 thr=0.18 margin=-0.46 relax=0.00 | all=ret cur=-0.28 thr=0.18 margin=-0.46 relax=0.00; ret10 cur=-0.28 thr=0.24 margin=-0.52; ret10_non_positive cur=-0.28
1772083606.000,377300,MID,69000.0000,0.145,24,46353600,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.15 thr=0.18 margin=-0.03 relax=0.00 | all=ret cur=0.15 thr=0.18 margin=-0.03 relax=0.00; ret10 cur=0.15 thr=0.24 margin=-0.09
1772083606.000,066570,MID,146000.0000,0.000,66,169478700,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083606.000,336260,MID,39600.0000,0.000,9,6258900,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083608.000,039030,MID,417000.0000,0.240,8,27098000,0.099,0.360,0.000,NO_BUY,pullback_wait cur=417000.00 peak=417000.00 pb_thr=416166.00 reb_thr=416791.50 pulled=0
1772083608.000,064760,MID,236500.0000,0.000,11,12512500,0.442,0.212,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083609.000,035420,MID,260500.0000,0.192,30,76724000,0.473,0.192,0.000,NO_BUY,reject=ret10 cur=0.19 thr=0.24 margin=-0.05 | all=ret10 cur=0.19 thr=0.24 margin=-0.05
1772083610.000,058470,MID,106100.0000,0.000,16,70881800,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083612.000,122630,MID,110970.0000,-0.018,119,891807025,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.02 thr=0.18 margin=-0.20 relax=0.00 | all=ret cur=-0.02 thr=0.18 margin=-0.20 relax=0.00; ret10 cur=-0.02 thr=0.24 margin=-0.26; ret10_non_positive cur=-0.02
1772083613.000,229200,MID,20990.0000,0.024,776,1811369035,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00 | all=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00; ret10 cur=0.02 thr=0.24 margin=-0.22
1772083613.000,002020,MID,71300.0000,0.000,7,2420800,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083614.000,103590,MID,88000.0000,-0.114,12,30075400,0.784,0.227,0.000,NO_BUY,reject=ret cur=-0.11 thr=0.18 margin=-0.29 relax=0.00 | all=ret cur=-0.11 thr=0.18 margin=-0.29 relax=0.00; ret10 cur=-0.11 thr=0.24 margin=-0.35; ret10_non_positive cur=-0.11
1772083615.000,064400,MID,74000.0000,0.000,6,47741000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083617.000,241770,MID,28900.0000,0.000,4,6560300,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=4 thr=5 margin=-1; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083618.000,233740,MID,20320.0000,-0.025,139,833505360,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.02 thr=0.18 margin=-0.20 relax=0.00 | all=ret cur=-0.02 thr=0.18 margin=-0.20 relax=0.00; ret10 cur=-0.02 thr=0.24 margin=-0.26; ret10_non_positive cur=-0.02
1772083618.000,086520,MID,184600.0000,0.000,21,40417100,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083618.000,089890,MID,25650.0000,-0.388,2,669300,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.39 thr=0.18 margin=-0.57 relax=0.00 | all=ret cur=-0.39 thr=0.18 margin=-0.57 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=-0.39 thr=0.24 margin=-0.63; ret10_non_positive cur=-0.39
1772083619.000,396500,MID,34705.0000,-0.014,54,228711895,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.01 thr=0.18 margin=-0.19 relax=0.00 | all=ret cur=-0.01 thr=0.18 margin=-0.19 relax=0.00; ret10 cur=-0.01 thr=0.24 margin=-0.25; ret10_non_positive cur=-0.01
1772083619.000,310210,MID,316000.0000,0.159,11,8514500,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.16 thr=0.18 margin=-0.02 relax=0.00 | all=ret cur=0.16 thr=0.18 margin=-0.02 relax=0.00; ret10 cur=0.16 thr=0.24 margin=-0.08
1772083623.000,005930,MID,216000.0000,0.000,146,6803220000,0.435,0.231,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083623.000,036810,MID,43200.0000,0.817,130,756681750,0.500,0.000,0.000,NO_BUY,confirm_wait 0.1s
1772083623.000,035720,MID,61600.0000,0.000,45,157362900,0.138,0.162,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083623.000,042520,MID,51500.0000,0.000,3,258000,0.197,0.388,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=3 thr=5 margin=-2; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083624.000,005830,MID,209000.0000,0.000,15,31287500,0.145,0.240,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083626.000,187660,MID,17930.0000,0.504,134,271290385,0.500,0.000,0.000,NO_BUY,pullback_wait cur=17930.00 peak=17930.00 pb_thr=17894.14 reb_thr=17921.03 pulled=0
1772083626.000,115180,MID,33950.0000,0.000,2,67900,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083626.000,066570,MID,146000.0000,-0.068,32,37248200,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.07 thr=0.18 margin=-0.25 relax=0.00 | all=ret cur=-0.07 thr=0.18 margin=-0.25 relax=0.00; ret10 cur=-0.07 thr=0.24 margin=-0.31; ret10_non_positive cur=-0.07
1772083627.000,377300,MID,68900.0000,0.000,9,1794000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083628.000,064760,MID,235000.0000,-0.423,10,19355500,0.458,0.213,0.000,NO_BUY,reject=ret cur=-0.42 thr=0.18 margin=-0.60 relax=0.00 | all=ret cur=-0.42 thr=0.18 margin=-0.60 relax=0.00; ret10 cur=-0.42 thr=0.24 margin=-0.66; ret10_non_positive cur=-0.42
1772083628.000,039030,MID,416500.0000,0.120,10,16239000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.12 thr=0.18 margin=-0.06 relax=0.00 | all=ret cur=0.12 thr=0.18 margin=-0.06 relax=0.00; ret10 cur=0.12 thr=0.24 margin=-0.12
1772083629.000,336260,MID,39600.0000,-0.126,2,198150,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.13 thr=0.18 margin=-0.31 relax=0.00 | all=ret cur=-0.13 thr=0.18 margin=-0.31 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=-0.13 thr=0.24 margin=-0.37; ret10_non_positive cur=-0.13
1772083629.000,035420,MID,260000.0000,0.192,36,106605000,0.473,0.192,0.000,NO_BUY,reject=ret10 cur=0.19 thr=0.24 margin=-0.05 | all=ret10 cur=0.19 thr=0.24 margin=-0.05
1772083632.000,122630,MID,110980.0000,-0.005,97,1106786178,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=-0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=-0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=-0.00
1772083633.000,229200,MID,20995.0000,0.024,71,197261667,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00 | all=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00; ret10 cur=0.02 thr=0.24 margin=-0.22
1772083634.000,103590,MID,88000.0000,0.114,6,5977600,0.808,0.114,0.000,NO_BUY,reject=ret cur=0.11 thr=0.18 margin=-0.07 relax=0.00 | all=ret cur=0.11 thr=0.18 margin=-0.07 relax=0.00; ret10 cur=0.11 thr=0.24 margin=-0.13
1772083635.000,064400,MID,73800.0000,0.000,19,36359700,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083635.000,002020,MID,71100.0000,0.000,8,11463400,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083638.000,233740,MID,20335.0000,0.000,74,736363953,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083638.000,089890,MID,25700.0000,0.195,7,1514600,0.500,0.000,0.000,NO_BUY,reject=ret10 cur=0.19 thr=0.24 margin=-0.05 | all=ret10 cur=0.19 thr=0.24 margin=-0.05
1772083638.000,086520,MID,184800.0000,-0.054,16,31787100,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.05 thr=0.18 margin=-0.23 relax=0.00 | all=ret cur=-0.05 thr=0.18 margin=-0.23 relax=0.00; ret10 cur=-0.05 thr=0.24 margin=-0.29; ret10_non_positive cur=-0.05
1772083639.000,294570,MID,33750.0000,0.000,2,67500,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083639.000,396500,MID,34710.0000,0.029,76,223467490,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.03 thr=0.18 margin=-0.15 relax=0.00 | all=ret cur=0.03 thr=0.18 margin=-0.15 relax=0.00; ret10 cur=0.03 thr=0.24 margin=-0.21
1772083642.000,310210,MID,316000.0000,0.317,9,8214500,0.500,0.000,0.000,NO_BUY,confirm_wait 0.1s
1772083643.000,005930,MID,216250.0000,-0.231,174,2118910000,0.439,0.231,0.000,NO_BUY,reject=ret cur=-0.23 thr=0.18 margin=-0.41 relax=0.00 | all=ret cur=-0.23 thr=0.18 margin=-0.41 relax=0.00; ret10 cur=-0.23 thr=0.24 margin=-0.47; ret10_non_positive cur=-0.23
1772083643.000,036810,MID,43100.0000,0.348,95,288381050,0.500,0.000,0.000,NO_BUY,confirm_wait 0.1s
1772083643.000,035720,MID,61500.0000,0.000,40,91966100,0.137,0.162,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083645.000,005830,MID,209000.0000,0.000,19,307100000,0.100,0.240,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083646.000,187660,MID,18000.0000,-0.056,47,45188270,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.06 thr=0.18 margin=-0.24 relax=0.00 | all=ret cur=-0.06 thr=0.18 margin=-0.24 relax=0.00; ret10 cur=-0.06 thr=0.24 margin=-0.30; ret10_non_positive cur=-0.06
