ts,symbol,session,price,ret,tick_count,trv,imb,spread,dayrise,status,detail
1772082966.000,187660,MID,18040.0000,-0.055,38,33318020,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.06 thr=0.18 margin=-0.24 relax=0.00 | all=ret cur=-0.06 thr=0.18 margin=-0.24 relax=0.00; ret10 cur=-0.06 thr=0.24 margin=-0.30; ret10_non_positive cur=-0.06
1772082967.000,035420,MID,260250.0000,0.096,29,18981750,0.475,0.192,0.000,NO_BUY,reject=ret cur=0.10 thr=0.18 margin=-0.08 relax=0.00 | all=ret cur=0.10 thr=0.18 margin=-0.08 relax=0.00; ret10 cur=0.10 thr=0.24 margin=-0.14
1772082967.000,002020,MID,71700.0000,0.000,9,11185100,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082968.000,310210,MID,317500.0000,0.157,20,96182000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.16 thr=0.18 margin=-0.02 relax=0.00 | all=ret cur=0.16 thr=0.18 margin=-0.02 relax=0.00; ret10 cur=0.16 thr=0.24 margin=-0.08
1772082969.000,005830,MID,206000.0000,-0.242,15,106548500,0.116,0.242,0.000,NO_BUY,reject=ret cur=-0.24 thr=0.18 margin=-0.42 relax=0.00 | all=ret cur=-0.24 thr=0.18 margin=-0.42 relax=0.00; ret10 cur=-0.24 thr=0.24 margin=-0.48; ret10_non_positive cur=-0.24
1772082970.000,377300,MID,68800.0000,0.145,20,10329100,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.15 thr=0.18 margin=-0.03 relax=0.00 | all=ret cur=0.15 thr=0.18 margin=-0.03 relax=0.00; ret10 cur=0.15 thr=0.24 margin=-0.09
1772082971.000,086520,MID,184900.0000,-0.108,120,326812750,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.11 thr=0.18 margin=-0.29 relax=0.00 | all=ret cur=-0.11 thr=0.18 margin=-0.29 relax=0.00; ret10 cur=-0.11 thr=0.24 margin=-0.35; ret10_non_positive cur=-0.11
1772082971.000,115180,MID,34500.0000,0.000,4,1860500,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=4 thr=5 margin=-1; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082972.000,122630,MID,110115.0000,0.000,68,291263435,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082973.000,229200,MID,20940.0000,0.048,44,467962645,0.350,0.024,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772082975.000,064400,MID,73900.0000,-0.135,7,2292400,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00 | all=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00; ret10 cur=-0.14 thr=0.24 margin=-0.38; ret10_non_positive cur=-0.14
1772082977.000,233740,MID,20215.0000,0.025,35,171476715,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00 | all=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00; ret10 cur=0.02 thr=0.24 margin=-0.22
1772082978.000,396500,MID,34520.0000,-0.014,56,152937390,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.01 thr=0.18 margin=-0.19 relax=0.00 | all=ret cur=-0.01 thr=0.18 margin=-0.19 relax=0.00; ret10 cur=-0.01 thr=0.24 margin=-0.25; ret10_non_positive cur=-0.01
1772082978.000,036810,MID,41400.0000,0.242,7,1115450,0.500,0.000,0.000,NO_BUY,confirm_wait 0.1s
1772082980.000,066570,MID,145800.0000,0.000,39,42568750,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082981.000,103590,MID,88400.0000,0.000,6,23507200,0.707,0.113,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082981.000,336260,MID,39700.0000,0.000,5,30459300,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082981.000,035720,MID,61500.0000,0.163,36,89606800,0.137,0.162,0.000,NO_BUY,reject=ret cur=0.16 thr=0.18 margin=-0.02 relax=0.00 | all=ret cur=0.16 thr=0.18 margin=-0.02 relax=0.00; ret10 cur=0.16 thr=0.24 margin=-0.08
1772082983.000,005930,MID,214750.0000,0.233,132,1542780250,0.561,0.233,0.000,NO_BUY,reject=ret10 cur=0.23 thr=0.24 margin=-0.01 | all=ret10 cur=0.23 thr=0.24 margin=-0.01
1772082985.000,039030,MID,416000.0000,0.120,2,2498500,0.067,0.120,0.000,NO_BUY,reject=ret cur=0.12 thr=0.18 margin=-0.06 relax=0.00 | all=ret cur=0.12 thr=0.18 margin=-0.06 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.12 thr=0.24 margin=-0.12
1772082986.000,187660,MID,17980.0000,-0.277,106,272836890,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.28 thr=0.18 margin=-0.46 relax=0.00 | all=ret cur=-0.28 thr=0.18 margin=-0.46 relax=0.00; ret10 cur=-0.28 thr=0.24 margin=-0.52; ret10_non_positive cur=-0.28
1772082987.000,035420,MID,260000.0000,0.096,21,11180750,0.476,0.192,0.000,NO_BUY,reject=ret cur=0.10 thr=0.18 margin=-0.08 relax=0.00 | all=ret cur=0.10 thr=0.18 margin=-0.08 relax=0.00; ret10 cur=0.10 thr=0.24 margin=-0.14
1772082988.000,002020,MID,71600.0000,0.000,5,3795000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082989.000,005830,MID,207500.0000,0.000,12,77351500,0.070,0.241,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082991.000,377300,MID,68900.0000,0.145,19,96667400,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.15 thr=0.18 margin=-0.03 relax=0.00 | all=ret cur=0.15 thr=0.18 margin=-0.03 relax=0.00; ret10 cur=0.15 thr=0.24 margin=-0.09
1772082991.000,310210,MID,317500.0000,-0.157,3,18072500,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00 | all=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00; ticks cur=3 thr=5 margin=-2; ret10 cur=-0.16 thr=0.24 margin=-0.40; ret10_non_positive cur=-0.16
1772082991.000,086520,MID,184900.0000,-0.054,29,90395800,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.05 thr=0.18 margin=-0.23 relax=0.00 | all=ret cur=-0.05 thr=0.18 margin=-0.23 relax=0.00; ret10 cur=-0.05 thr=0.24 margin=-0.29; ret10_non_positive cur=-0.05
1772082991.000,115180,MID,34500.0000,0.437,7,16951950,0.500,0.000,0.000,NO_BUY,reject=orderbook_stale age=1772082991.00s max=1.00s | all=orderbook_stale age=1772082991.00s max=1.00s
1772082992.000,122630,MID,110175.0000,0.054,73,416849045,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772082993.000,229200,MID,20940.0000,0.024,62,268475085,0.375,0.024,0.000,NO_BUY,reject=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00 | all=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00; ret10 cur=0.02 thr=0.24 margin=-0.22
1772082993.000,058470,MID,106300.0000,0.000,13,62823300,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082993.000,042520,MID,52200.0000,0.000,3,1875600,0.227,0.192,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=3 thr=5 margin=-2; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772082995.000,064760,MID,238000.0000,-0.210,2,475500,0.375,0.210,0.000,NO_BUY,reject=ret cur=-0.21 thr=0.18 margin=-0.39 relax=0.00 | all=ret cur=-0.21 thr=0.18 margin=-0.39 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=-0.21 thr=0.24 margin=-0.45; ret10_non_positive cur=-0.21
1772082997.000,233740,MID,20230.0000,0.049,157,489170960,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772082997.000,064400,MID,73900.0000,-0.135,7,1257900,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00 | all=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00; ret10 cur=-0.14 thr=0.24 margin=-0.38; ret10_non_positive cur=-0.14
1772082998.000,396500,MID,34550.0000,0.038,92,611505952,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.04 thr=0.18 margin=-0.14 relax=0.00 | all=ret cur=0.04 thr=0.18 margin=-0.14 relax=0.00; ret10 cur=0.04 thr=0.24 margin=-0.20
1772083000.000,066570,MID,145800.0000,0.000,37,57726200,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083001.000,336260,MID,39650.0000,0.000,5,6186750,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083001.000,035720,MID,61500.0000,-0.162,26,114611200,0.139,0.162,0.000,NO_BUY,reject=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00 | all=ret cur=-0.16 thr=0.18 margin=-0.34 relax=0.00; ret10 cur=-0.16 thr=0.24 margin=-0.40; ret10_non_positive cur=-0.16
1772083002.000,103590,MID,88400.0000,0.000,4,8840000,0.715,0.113,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=4 thr=5 margin=-1; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083003.000,005930,MID,215000.0000,0.000,129,1733620000,0.566,0.233,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083006.000,187660,MID,18040.0000,0.056,82,238733070,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.06 thr=0.18 margin=-0.12 relax=0.00 | all=ret cur=0.06 thr=0.18 margin=-0.12 relax=0.00; ret10 cur=0.06 thr=0.24 margin=-0.18
1772083007.000,039030,MID,416500.0000,0.000,3,1249500,0.063,0.120,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=3 thr=5 margin=-2; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083007.000,035420,MID,260000.0000,-0.096,23,21580750,0.477,0.192,0.000,NO_BUY,reject=ret cur=-0.10 thr=0.18 margin=-0.28 relax=0.00 | all=ret cur=-0.10 thr=0.18 margin=-0.28 relax=0.00; ret10 cur=-0.10 thr=0.24 margin=-0.34; ret10_non_positive cur=-0.10
1772083008.000,002020,MID,71500.0000,-0.140,4,10243000,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00 | all=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00; ticks cur=4 thr=5 margin=-1; ret10 cur=-0.14 thr=0.24 margin=-0.38; ret10_non_positive cur=-0.14
1772083009.000,005830,MID,207500.0000,0.000,10,13491250,0.085,0.241,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083011.000,115180,MID,34400.0000,-0.290,2,516100,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.29 thr=0.18 margin=-0.47 relax=0.00 | all=ret cur=-0.29 thr=0.18 margin=-0.47 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=-0.29 thr=0.24 margin=-0.53; ret10_non_positive cur=-0.29
1772083012.000,122630,MID,110275.0000,0.023,205,4566912687,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00 | all=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00; ret10 cur=0.02 thr=0.24 margin=-0.22
1772083012.000,377300,MID,69000.0000,0.000,9,2690000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083013.000,086520,MID,185100.0000,0.054,13,22018100,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772083013.000,058470,MID,106200.0000,0.000,16,17963100,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083013.000,229200,MID,20945.0000,0.024,42,240148454,0.406,0.024,0.000,NO_BUY,reject=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00 | all=ret cur=0.02 thr=0.18 margin=-0.16 relax=0.00; ret10 cur=0.02 thr=0.24 margin=-0.22
1772083015.000,310210,MID,317000.0000,0.157,2,953000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.16 thr=0.18 margin=-0.02 relax=0.00 | all=ret cur=0.16 thr=0.18 margin=-0.02 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.16 thr=0.24 margin=-0.08
1772083015.000,064760,MID,237000.0000,0.000,9,37010000,0.524,0.211,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083016.000,036810,MID,41300.0000,-0.242,5,7655250,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.24 thr=0.18 margin=-0.42 relax=0.00 | all=ret cur=-0.24 thr=0.18 margin=-0.42 relax=0.00; ret10 cur=-0.24 thr=0.24 margin=-0.48; ret10_non_positive cur=-0.24
1772083017.000,233740,MID,20240.0000,0.049,354,1036588140,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772083017.000,064400,MID,74000.0000,0.000,6,4064500,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083017.000,042520,MID,52100.0000,0.000,3,364700,0.223,0.192,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=3 thr=5 margin=-2; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083018.000,396500,MID,34550.0000,0.043,73,220478775,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.04 thr=0.18 margin=-0.14 relax=0.00 | all=ret cur=0.04 thr=0.18 margin=-0.14 relax=0.00; ret10 cur=0.04 thr=0.24 margin=-0.20
1772083020.000,066570,MID,145800.0000,0.000,34,54088500,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083022.000,336260,MID,39650.0000,0.126,5,1427800,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.13 thr=0.18 margin=-0.05 relax=0.00 | all=ret cur=0.13 thr=0.18 margin=-0.05 relax=0.00; ret10 cur=0.13 thr=0.24 margin=-0.11
1772083022.000,035720,MID,61600.0000,0.000,36,33486600,0.139,0.162,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083023.000,005930,MID,215000.0000,0.000,134,2399575250,0.583,0.233,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083026.000,187660,MID,18020.0000,0.278,24,20895600,0.500,0.000,0.000,NO_BUY,confirm_wait 0.1s
1772083026.000,294570,MID,33550.0000,0.000,3,1241350,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=3 thr=5 margin=-2; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083027.000,035420,MID,260000.0000,0.000,38,215551500,0.474,0.192,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083027.000,039030,MID,416000.0000,-0.120,12,37069000,0.067,0.120,0.000,NO_BUY,reject=ret cur=-0.12 thr=0.18 margin=-0.30 relax=0.00 | all=ret cur=-0.12 thr=0.18 margin=-0.30 relax=0.00; ret10 cur=-0.12 thr=0.24 margin=-0.36; ret10_non_positive cur=-0.12
1772083030.000,005830,MID,208750.0000,0.361,15,54490750,0.153,0.240,0.000,NO_BUY,pullback_wait cur=208750.00 peak=208750.00 pb_thr=208332.50 reb_thr=208645.62 pulled=0
1772083030.000,002020,MID,71500.0000,0.000,11,3003100,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083031.000,115180,MID,34450.0000,-0.145,6,413650,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00 | all=ret cur=-0.14 thr=0.18 margin=-0.32 relax=0.00; ret10 cur=-0.14 thr=0.24 margin=-0.38; ret10_non_positive cur=-0.14
1772083031.000,124500,MID,60300.0000,0.000,2,1208000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083032.000,122630,MID,110400.0000,0.104,580,2144564100,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.10 thr=0.18 margin=-0.08 relax=0.00 | all=ret cur=0.10 thr=0.18 margin=-0.08 relax=0.00; ret10 cur=0.10 thr=0.24 margin=-0.14
1772083033.000,229200,MID,20960.0000,0.048,274,1767383700,0.356,0.048,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772083033.000,086520,MID,185200.0000,0.000,11,9999100,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083033.000,377300,MID,69000.0000,0.000,6,9175400,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083037.000,233740,MID,20255.0000,0.049,555,2165945661,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00 | all=ret cur=0.05 thr=0.18 margin=-0.13 relax=0.00; ret10 cur=0.05 thr=0.24 margin=-0.19
1772083038.000,396500,MID,34575.0000,0.029,75,308863587,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.03 thr=0.18 margin=-0.15 relax=0.00 | all=ret cur=0.03 thr=0.18 margin=-0.15 relax=0.00; ret10 cur=0.03 thr=0.24 margin=-0.21
1772083038.000,103590,MID,88300.0000,0.113,2,4591700,0.756,0.113,0.000,NO_BUY,reject=ret cur=0.11 thr=0.18 margin=-0.07 relax=0.00 | all=ret cur=0.11 thr=0.18 margin=-0.07 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=0.11 thr=0.24 margin=-0.13
1772083039.000,064400,MID,74000.0000,0.000,4,3626000,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=4 thr=5 margin=-1; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083039.000,036810,MID,41450.0000,-0.121,6,2942650,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.12 thr=0.18 margin=-0.30 relax=0.00 | all=ret cur=-0.12 thr=0.18 margin=-0.30 relax=0.00; ret10 cur=-0.12 thr=0.24 margin=-0.36; ret10_non_positive cur=-0.12
1772083039.000,310210,MID,317500.0000,-0.314,2,2223500,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.31 thr=0.18 margin=-0.49 relax=0.00 | all=ret cur=-0.31 thr=0.18 margin=-0.49 relax=0.00; ticks cur=2 thr=5 margin=-3; ret10 cur=-0.31 thr=0.24 margin=-0.55; ret10_non_positive cur=-0.31
1772083040.000,066570,MID,145600.0000,0.000,21,25939800,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083040.000,064760,MID,237000.0000,0.000,3,2612500,0.420,0.211,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ticks cur=3 thr=5 margin=-2; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083041.000,042520,MID,52100.0000,-0.192,3,3804800,0.224,0.192,0.000,NO_BUY,reject=ret cur=-0.19 thr=0.18 margin=-0.37 relax=0.00 | all=ret cur=-0.19 thr=0.18 margin=-0.37 relax=0.00; ticks cur=3 thr=5 margin=-2; ret10 cur=-0.19 thr=0.24 margin=-0.43; ret10_non_positive cur=-0.19
1772083042.000,035720,MID,61500.0000,0.000,29,164571700,0.139,0.162,0.000,NO_BUY,reject=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00 | all=ret cur=0.00 thr=0.18 margin=-0.18 relax=0.00; ret10 cur=0.00 thr=0.24 margin=-0.24; ret10_non_positive cur=0.00
1772083043.000,005930,MID,215500.0000,0.233,96,557294250,0.465,0.232,0.000,NO_BUY,reject=ret10 cur=0.23 thr=0.24 margin=-0.01 | all=ret10 cur=0.23 thr=0.24 margin=-0.01
1772083046.000,187660,MID,18030.0000,-0.166,50,44792150,0.500,0.000,0.000,NO_BUY,reject=ret cur=-0.17 thr=0.18 margin=-0.35 relax=0.00 | all=ret cur=-0.17 thr=0.18 margin=-0.35 relax=0.00; ret10 cur=-0.17 thr=0.24 margin=-0.41; ret10_non_positive cur=-0.17
1772083047.000,035420,MID,260500.0000,0.192,33,52309500,0.476,0.192,0.000,NO_BUY,reject=ret10 cur=0.19 thr=0.24 margin=-0.05 | all=ret10 cur=0.19 thr=0.24 margin=-0.05
1772083048.000,039030,MID,416500.0000,-0.120,11,46249000,0.061,0.120,0.000,NO_BUY,reject=ret cur=-0.12 thr=0.18 margin=-0.30 relax=0.00 | all=ret cur=-0.12 thr=0.18 margin=-0.30 relax=0.00; ret10 cur=-0.12 thr=0.24 margin=-0.36; ret10_non_positive cur=-0.12
1772083050.000,002020,MID,71500.0000,0.140,4,429300,0.500,0.000,0.000,NO_BUY,reject=ret cur=0.14 thr=0.18 margin=-0.04 relax=0.00 | all=ret cur=0.14 thr=0.18 margin=-0.04 relax=0.00; ticks cur=4 thr=5 margin=-1; ret10 cur=0.14 thr=0.24 margin=-0.10
1772083051.000,005830,MID,209000.0000,0.240,8,14832000,0.169,0.478,0.000,NO_BUY,reject=ret10 cur=0.24 thr=0.24 margin=-0.00 | all=ret10 cur=0.24 thr=0.24 margin=-0.00
