date,sym,side,price,qty,value,cost
20230131,251340,BUY,5255.719999999999,1157,6080868.039999999,912.1302059999998
20230131,017800,BUY,29889.399999999998,203,6067548.199999999,910.1322299999998
20230131,028050,BUY,25927.549999999996,234,6067046.699999999,910.0570049999998
20230131,023530,BUY,94281.99999999999,64,6034047.999999999,905.1071999999998
20230228,175330,SELL,9222.25,727,6704575.75,16426.210587499998
20230228,267250,SELL,59221.8,100,5922180.0,14509.341
20230228,024110,SELL,10348.86,584,6043734.24,14807.148888
20230228,078930,SELL,40528.05,131,5309174.550000001,13007.477647500002
20230228,138930,SELL,6679.9,883,5898351.699999999,14450.961664999997
20230228,251340,SELL,4660.975,1157,5392748.075,13212.23278375
20230228,017800,SELL,27666.75,203,5616350.25,13760.058112499999
20230228,023530,SELL,86739.0,64,5551296.0,13600.6752
20230228,102110,BUY,29907.453999999998,199,5951583.346,892.7375018999999
20230228,069500,BUY,29999.729999999996,198,5939946.539999999,890.9919809999998
20230228,282330,BUY,181242.09999999998,32,5799747.199999999,869.9620799999998
20230228,114090,BUY,20661.8,288,5950598.399999999,892.5897599999998
20230228,241560,BUY,38013.7,156,5930137.199999999,889.5205799999998
20230228,005930,BUY,60781.799999999996,97,5895834.6,884.3751899999999
20230228,008770,BUY,80440.59999999999,74,5952604.399999999,892.8906599999998
20230228,006260,BUY,67602.2,85,5746187.0,861.9280499999999
20230331,033780,SELL,83648.3,66,5520787.8,13525.93011
20230331,032830,SELL,62611.6,86,5384597.6,13192.264119999998
20230331,007070,SELL,24174.259,232,5608428.0879999995,13740.648815599998
20230331,103140,SELL,37686.6,170,6406722.0,15696.4689
20230331,000810,SELL,205382.0,28,5750696.0,14089.2052
20230331,005490,SELL,366896.0,20,7337920.0,17977.904
20230331,003550,SELL,82551.6,73,6026266.800000001,14764.35366
20230331,114090,SELL,19989.85,288,5757076.8,14104.83816
20230331,008770,SELL,81255.5,74,6012907.0,14731.62215
20230331,006260,SELL,79361.2,85,6745702.0,16526.9699
20230331,088980,BUY,12487.349999999999,497,6206212.949999999,930.9319424999998
20230331,229200,BUY,12516.436999999998,496,6208152.751999999,931.2229127999998
20230331,009150,BUY,153158.09999999998,40,6126323.999999999,918.9485999999998
20230331,298050,BUY,433295.99999999994,14,6066143.999999999,909.9215999999998
20230331,020560,BUY,13851.429999999998,448,6205440.64,930.8160959999999
20230331,139480,BUY,105916.79999999999,58,6143174.399999999,921.4761599999998
20230331,396500,BUY,8056.096,771,6211250.016,931.6875023999999
20230331,012330,BUY,216647.99999999997,28,6066143.999999999,909.9215999999998
20230331,000490,BUY,11404.109999999999,545,6215239.949999999,932.2859924999998
20230331,091160,BUY,28546.382999999998,175,4995617.024999999,749.3425537499999
20230428,081660,SELL,36540.05,172,6284888.600000001,15397.97707
20230428,001040,SELL,91225.5,73,6659461.5,16315.680675
20230428,028050,SELL,29012.7,234,6788971.8,16632.98091
20230428,282330,SELL,186040.2,32,5953286.4,14585.55168
20230428,241560,SELL,51046.4,156,7963238.4,19509.93408
20230428,009150,SELL,143468.3,40,5738732.0,14059.893399999999
20230428,298050,SELL,387334.5,14,5422683.0,13285.573349999999
20230428,012330,SELL,216847.5,28,6071730.0,14875.7385
20230428,000490,SELL,10548.26,545,5748801.7,14084.564165
20230428,008770,BUY,81744.49999999999,74,6049092.999999999,907.3639499999998
20230428,000270,BUY,84753.49999999999,71,6017498.499999999,902.6247749999998
20230428,015760,BUY,18736.039999999997,325,6089212.999999999,913.3819499999997
20230428,039490,BUY,93981.09999999999,64,6014790.399999999,902.2185599999998
20230428,005380,BUY,198092.49999999997,30,5942774.999999999,891.4162499999998
20230428,005300,BUY,156066.8,39,6086605.199999999,912.9907799999999
20230428,009540,BUY,85054.4,71,6038862.399999999,905.8293599999998
20230428,011200,BUY,20461.199999999997,298,6097437.599999999,914.6156399999998
20230428,039130,BUY,55164.99999999999,110,6068149.999999999,910.2224999999997
20230531,271560,SELL,128812.4,62,7986368.8,19566.60356
20230531,020560,SELL,12273.07,448,5498335.359999999,13470.921631999998
20230531,139480,SELL,84047.1,58,4874731.800000001,11943.092910000001
20230531,008770,SELL,76968.4,74,5695661.6,13954.37092
20230531,015760,SELL,19022.76,325,6182396.999999999,15146.872649999998
20230531,039490,SELL,93518.6,64,5985190.4,14663.716480000001
20230531,005300,SELL,139580.0,39,5443620.0,13336.868999999999
20230531,011200,SELL,17696.75,298,5273631.5,12920.397175
20230531,039130,SELL,54436.2,110,5987982.0,14670.5559
20230531,000810,BUY,226176.49999999997,26,5880588.999999999,882.0883499999998
20230531,360750,BUY,13469.286999999998,453,6101587.010999999,915.2380516499998
20230531,402340,BUY,46288.45,131,6063786.949999999,909.5680424999998
20230531,000100,BUY,56924.261999999995,107,6090896.033999999,913.6344050999998
20230531,010140,BUY,6138.36,994,6101529.84,915.2294759999999
20230531,122630,BUY,16975.774999999998,359,6094303.225,914.1454837499998
20230531,081660,BUY,36459.049999999996,167,6088661.35,913.2992024999999
20230531,010780,BUY,37110.99999999999,164,6086203.999999999,912.9305999999998
20230531,005935,BUY,58775.799999999996,103,6053907.399999999,908.0861099999998
20230630,004370,SELL,396806.0,8,3174448.0,7777.397599999999
20230630,009540,SELL,116150.5,71,8246685.5,20204.379474999998
20230630,000810,SELL,229310.0,26,5962060.0,14607.046999999999
20230630,000100,SELL,57633.579,107,6166792.953,15108.642734849998
20230630,081660,SELL,39880.0,167,6659960.0,16316.902
20230630,379800,BUY,12846.423999999999,484,6217669.216,932.6503823999999
20230630,069260,BUY,22166.3,281,6228730.3,934.3095449999998
20230630,259960,BUY,195384.39999999997,31,6056916.3999999985,908.5374599999997
20230630,028050,BUY,28384.899999999998,219,6216293.1,932.4439649999998
20230630,267250,BUY,60079.7,95,5707571.5,856.135725
20230731,088980,SELL,12072.673,497,6000118.481000001,14700.29027845
20230731,010140,SELL,9002.91,994,8948892.54,21924.786722999997
20230731,010780,SELL,33798.3,164,5542921.2,13580.15694
20230731,069260,SELL,22133.4,281,6219485.4,15237.739230000001
20230731,259960,SELL,171284.6,31,5309822.600000001,13009.06537
20230731,028050,SELL,36889.0,219,8078691.0,19792.79295
20230731,267250,SELL,61415.2,95,5834444.0,14294.3878
20230731,003550,BUY,83750.49999999999,77,6448788.499999999,967.3182749999997
20230731,329180,BUY,140119.09999999998,46,6445478.599999999,966.8217899999997
20230731,000810,BUY,244731.99999999997,26,6363031.999999999,954.4547999999998
20230731,012330,BUY,233698.99999999997,27,6309872.999999999,946.4809499999998
20230731,016360,BUY,36007.7,179,6445378.3,966.8067449999999
20230731,005940,BUY,9929.699999999999,650,6454304.999999999,968.1457499999998
20230731,003490,BUY,24673.799999999996,261,6439861.799999999,965.9792699999997
20230831,000270,SELL,79959.4,71,5677117.399999999,13908.937629999999
20230831,402340,SELL,44964.7,131,5890375.699999999,14431.420464999997
20230831,003550,SELL,81853.7,77,6302734.899999999,15441.700504999999
20230831,012330,SELL,230307.0,27,6218289.0,15234.80805
20230831,003490,SELL,22731.6,261,5932947.6,14535.721619999998
20230831,009540,BUY,124071.09999999999,50,6203555.0,930.53325
20230831,024110,BUY,10792.279999999999,584,6302691.52,945.4037279999999
20230831,030200,BUY,33099.0,190,6288810.0,943.3214999999999
20230831,046890,BUY,11845.429999999998,532,6301768.759999999,945.2653139999998
20230831,003220,BUY,17251.6,334,5762034.399999999,864.3051599999999
20230927,102110,SELL,31133.319,199,6195530.481,15179.04967845
20230927,069500,SELL,31216.07,198,6180781.86,15142.915557
20230927,229200,SELL,13106.562,496,6500854.752,15927.094142400001
20230927,091160,SELL,30620.861,175,5358650.675,13128.694153749999
20230927,005380,SELL,190526.7,30,5715801.0,14003.712449999999
20230927,122630,SELL,15568.155,359,5588967.6450000005,13692.970730250001
20230927,005935,SELL,54336.5,103,5596659.5,13711.815775
20230927,030200,SELL,33050.55,190,6279604.500000001,15385.031025000002
20230927,046890,SELL,10498.41,532,5585154.12,13683.627594
20230927,003220,SELL,16261.07,334,5431197.38,13306.433581
20230927,139130,BUY,7893.609999999999,773,6101760.529999999,915.2640794999999
20230927,033780,BUY,86558.9,70,6059123.0,908.8684499999999
20230927,005830,BUY,89668.2,68,6097437.6,914.6156399999999
20230927,105560,BUY,55465.899999999994,110,6101248.999999999,915.1873499999998
20230927,175330,BUY,9989.88,610,6093826.8,914.0740199999999
20230927,086280,BUY,92512.70799999998,65,6013326.019999999,901.9989029999997
20230927,316140,BUY,12296.779999999999,496,6099202.879999999,914.8804319999998
20230927,032830,BUY,70510.9,86,6063937.399999999,909.5906099999999
20230927,138930,BUY,6870.549999999999,888,6101048.399999999,915.1572599999998
20230927,012330,BUY,241221.49999999997,14,3377100.9999999995,506.5651499999999
20231031,329180,SELL,101793.7,46,4682510.2,11472.14999
20231031,009540,SELL,90029.1,50,4501455.0,11028.56475
20231031,033780,SELL,85044.1,70,5953087.0,14585.06315
20231031,005830,SELL,87636.3,68,5959268.4,14600.20758
20231031,086280,SELL,85326.251,65,5546206.315,13588.205471750001
20231031,012330,SELL,207874.5,14,2910243.0,7130.09535
20231031,000660,BUY,116648.9,50,5832445.0,874.8667499999999
20231031,114800,BUY,5055.12,1156,5843718.72,876.5578079999999
20231031,017670,BUY,49297.45,118,5817099.1,872.5648649999998
20231031,030000,BUY,19919.579999999998,293,5836436.9399999995,875.4655409999998
20231031,091160,BUY,29250.488999999998,199,5820847.311,873.1270966499999
20231031,030200,BUY,32747.949999999997,17,556715.1499999999,83.50727249999998
20231130,005930,SELL,72581.6,97,7040415.2,17249.01724
20231130,379800,SELL,13019.823,484,6301594.332,15438.9061134
20231130,000810,SELL,259220.0,26,6739720.0,16512.314
20231130,016360,SELL,39082.4,179,6995749.600000001,17139.58652
20231130,032830,SELL,69790.0,86,6001940.0,14704.752999999999
20231130,138930,SELL,7148.49,888,6347859.12,15552.254844
20231130,114800,SELL,4536.35,1156,5244020.600000001,12847.850470000001
20231130,017670,SELL,52043.4,118,6141121.2,15045.746939999999
20231130,091160,SELL,34356.62,199,6836967.380000001,16750.570081
20231130,033780,BUY,88464.59999999999,69,6104057.399999999,915.6086099999999
20231130,001740,BUY,5687.009999999999,1085,6170405.85,925.5608774999998
20231130,018260,BUY,168905.19999999998,36,6080587.199999999,912.0880799999998
20231130,078930,BUY,41423.899999999994,149,6172161.099999999,925.8241649999998
20231130,012750,BUY,60380.59999999999,102,6158821.199999999,923.8231799999998
20231130,028260,BUY,119657.9,51,6102552.899999999,915.3829349999999
20231130,294870,BUY,15456.229999999998,399,6167035.77,925.0553654999999
20231130,003220,BUY,15917.609999999999,387,6160115.069999999,924.0172604999998
20231130,086280,BUY,87144.65199999999,70,6100125.639999999,915.0188459999997
20231228,360750,SELL,14999.865,453,6794938.845,16647.60017025
20231228,005940,SELL,10299.01,650,6694356.5,16401.173425
20231228,105560,SELL,53937.7,110,5933147.0,14536.210149999999
20231228,316140,SELL,12961.0,496,6428656.0,15750.207199999999
20231228,000660,SELL,141075.5,50,7053775.0,17281.74875
20231228,030000,SELL,18972.91,293,5559062.63,13619.703443499999
20231228,001740,SELL,5732.75,1085,6220033.75,15239.0826875
20231228,294870,SELL,14556.2,399,5807923.800000001,14229.413310000002
20231228,003220,SELL,15613.02,387,6042238.74,14803.484913
20231228,086280,SELL,95499.639,70,6684974.7299999995,16378.1880885
20231228,001680,BUY,20812.249999999996,301,6264487.249999999,939.6730874999997
20231228,055550,BUY,40270.45,155,6241919.75,936.2879624999999
20231228,097950,BUY,324971.99999999994,19,6174467.999999999,926.1701999999998
20231228,023530,BUY,75224.99999999999,83,6243674.999999999,936.5512499999998
20231228,069620,BUY,117150.4,53,6208971.199999999,931.3456799999998
20231228,016360,BUY,38615.49999999999,162,6255710.999999999,938.3566499999998
20231228,004990,BUY,27131.149999999998,231,6267295.649999999,940.0943474999998
20231228,005300,BUY,147039.8,42,6175671.6,926.3507399999999
20231228,035420,BUY,224671.99999999997,27,6066143.999999999,909.9215999999998
20231228,005830,BUY,83951.09999999999,74,6212381.399999999,931.8572099999998
20240131,033780,SELL,90328.2,69,6232645.8,15269.982209999998
20240131,078930,SELL,46161.1,149,6878003.899999999,16851.109555
20240131,012750,SELL,56729.3,102,5786388.600000001,14176.65207
20240131,028260,SELL,137586.0,51,7016886.0,17191.3707
20240131,001680,SELL,18544.2,301,5581804.2,13675.42029
20240131,097950,SELL,291124.0,19,5531356.0,13551.822199999999
20240131,023530,SELL,81953.4,83,6802132.199999999,16665.223889999997
20240131,069620,SELL,110367.9,53,5849498.699999999,14331.271814999998
20240131,016360,SELL,37537.05,162,6081002.100000001,14898.455145000002
20240131,004990,SELL,28962.85,231,6690418.35,16391.524957499998
20240131,005300,SELL,136788.4,42,5745112.8,14075.52636
20240131,035420,SELL,199898.5,27,5397259.5,13223.285775
20240131,005830,SELL,87636.3,74,6485086.2,15888.46119
20240131,379800,BUY,14599.667999999998,426,6219458.567999999,932.9187851999998
20240131,360750,BUY,16011.891999999998,388,6212614.095999999,931.8921143999997
20240131,039130,BUY,63891.09999999999,97,6197436.699999999,929.6155049999998
20240131,316140,BUY,13921.639999999998,447,6222973.079999999,933.4459619999998
20240131,375500,BUY,41825.1,148,6190114.8,928.5172199999998
20240131,138930,BUY,7552.589999999999,824,6223334.159999999,933.5001239999998
20240131,017670,BUY,50350.59999999999,123,6193123.799999999,928.9685699999998
20240131,086790,BUY,47943.399999999994,129,6184698.6,927.7047899999999
20240131,000660,BUY,135104.09999999998,46,6214788.599999999,932.2182899999997
20240131,001790,BUY,3350.0199999999995,1858,6224337.159999999,933.6505739999998
20240131,005935,BUY,58876.09999999999,105,6181990.499999999,927.2985749999998
20240131,005930,BUY,72918.09999999999,85,6198038.499999999,929.7057749999998
20240131,128940,BUY,324971.99999999994,19,6174467.999999999,926.1701999999998
20240229,018260,SELL,159520.0,36,5742720.0,14069.663999999999
20240229,055550,SELL,43419.35,155,6729999.25,16488.4981625
20240229,375500,SELL,36889.0,148,5459572.0,13375.9514
20240229,086790,SELL,56430.2,129,7279495.8,17834.76471
20240229,000660,SELL,155731.4,46,7163644.399999999,17550.92878
20240229,001790,SELL,3240.25,1858,6020384.5,14749.942025
20240229,128940,SELL,332998.0,19,6326962.0,15501.0569
20240229,029780,BUY,37662.649999999994,173,6515638.449999999,977.3457674999999
20240229,021240,BUY,54362.59999999999,120,6523511.999999999,978.5267999999998
20240229,005940,BUY,11775.22,555,6535247.1,980.2870649999999
20240229,069620,BUY,114943.79999999999,56,6436852.799999999,965.5279199999998
20240229,035250,BUY,17432.14,374,6519620.359999999,977.9430539999998
