date,equity
2020-05-13,91046347.74897355
2020-05-14,91651492.74897355
2020-05-15,91948002.74897355
2020-05-18,92091341.74897355
2020-05-19,91192183.74897355
2020-05-20,92607072.74897355
2020-05-21,93385603.74897355
2020-05-22,93150626.74897355
2020-05-25,95111094.74897355
2020-05-26,94824983.74897355
2020-05-27,93681146.74897355
2020-05-28,92813435.74897355
2020-05-29,91981994.2642963
2020-06-01,94330451.2642963
2020-06-02,93885843.2642963
2020-06-03,93000118.2642963
2020-06-04,93668169.2642963
2020-06-05,94069138.2642963
2020-06-08,94755843.2642963
2020-06-09,95075985.2642963
2020-06-10,96646974.2642963
2020-06-11,96981083.2642963
2020-06-12,97058855.2642963
2020-06-15,92768587.2642963
2020-06-16,97353790.2642963
2020-06-17,99334776.2642963
2020-06-18,98012223.2642963
2020-06-19,97983970.2642963
2020-06-22,99465200.2642963
2020-06-23,101499872.2642963
2020-06-24,101652608.2642963
2020-06-25,99233927.2642963
2020-06-26,99277369.2642963
2020-06-29,97340475.2642963
2020-06-30,99148669.72391215
2020-07-01,98917019.72391215
2020-07-02,102005134.72391215
2020-07-03,102805675.72391215
2020-07-06,105110352.72391215
2020-07-07,105746384.72391215
2020-07-08,105744213.72391215
2020-07-09,107603655.72391215
2020-07-10,108632458.72391215
2020-07-13,109667799.72391215
2020-07-14,108897672.72391215
2020-07-15,106327039.72391215
2020-07-16,104143718.72391215
2020-07-17,104855021.72391215
2020-07-20,104246022.72391215
2020-07-21,104839460.72391215
2020-07-22,104657269.72391215
2020-07-23,104850721.72391215
2020-07-24,104681532.72391215
2020-07-27,104978465.72391215
2020-07-28,105305800.72391215
2020-07-29,105302845.72391215
2020-07-30,104873008.72391215
2020-07-31,105222325.08172725
2020-08-03,106844576.08172725
2020-08-04,107815711.08172725
2020-08-05,109401865.08172725
2020-08-06,109675894.08172725
2020-08-07,110007762.08172725
2020-08-10,110958916.08172725
2020-08-11,112214638.08172725
2020-08-12,112715070.08172725
2020-08-13,112924170.08172725
2020-08-14,111506360.08172725
2020-08-18,109896251.08172725
2020-08-19,110668189.08172725
2020-08-20,109172928.08172725
2020-08-21,109597262.08172725
2020-08-24,110271648.08172725
2020-08-25,111848553.08172725
2020-08-26,110671391.08172725
2020-08-27,111507030.08172725
2020-08-28,112320481.08172725
2020-08-31,111457406.4439548
2020-09-01,111588852.4439548
2020-09-02,112217158.4439548
2020-09-03,112830156.4439548
2020-09-04,112187039.4439548
2020-09-07,111978139.4439548
2020-09-08,112869777.4439548
2020-09-09,110678942.4439548
2020-09-10,111995089.4439548
2020-09-11,112121945.4439548
2020-09-14,112776367.4439548
2020-09-15,113312789.4439548
2020-09-16,112963796.4439548
2020-09-17,111984636.4439548
2020-09-18,112360797.4439548
2020-09-21,111080260.4439548
2020-09-22,108188227.4439548
2020-09-23,108562004.4439548
2020-09-24,105454356.4439548
2020-09-25,105768000.4439548
2020-09-28,107666952.4439548
2020-09-29,107624669.30865529
2020-10-05,109149678.30865529
2020-10-06,109518480.30865529
2020-10-07,110045467.30865529
2020-10-08,110464773.30865529
2020-10-12,110958879.30865529
2020-10-13,110383721.30865529
2020-10-14,108633599.30865529
2020-10-15,107988540.30865529
2020-10-16,106937585.30865529
2020-10-19,106946443.30865529
2020-10-20,107119854.30865529
2020-10-21,107986316.30865529
2020-10-22,106806826.30865529
2020-10-23,106746223.30865529
2020-10-26,105614981.30865529
2020-10-27,105169100.30865529
2020-10-28,105701048.30865529
2020-10-29,105802814.30865529
2020-10-30,102615305.94318439
2020-11-02,104938633.94318439
2020-11-03,106917533.94318439
2020-11-04,107548388.94318439
2020-11-05,109726430.94318439
2020-11-06,110136201.94318439
2020-11-09,111375635.94318439
2020-11-10,112287949.94318439
2020-11-11,114689640.94318439
2020-11-12,113851893.94318439
2020-11-13,113963692.94318439
2020-11-16,116708305.94318439
2020-11-17,116134388.94318439
2020-11-18,115738354.94318439
2020-11-19,115145131.94318439
2020-11-20,115260899.94318439
2020-11-23,117324288.94318439
2020-11-24,117856273.94318439
2020-11-25,117724854.94318439
2020-11-26,118759501.94318439
2020-11-27,118683813.94318439
2020-11-30,115909641.10773309
2020-12-01,118497902.10773309
2020-12-02,119743621.10773309
2020-12-03,120973815.10773309
2020-12-04,122672409.10773309
2020-12-07,122636432.10773309
2020-12-08,121433392.10773309
2020-12-09,123414425.10773309
2020-12-10,123146065.10773309
2020-12-11,124847923.10773309
2020-12-14,124320550.10773309
2020-12-15,124510048.10773309
2020-12-16,125830997.10773309
2020-12-17,125507106.10773309
2020-12-18,124839551.10773309
2020-12-21,125175426.10773309
2020-12-22,123458606.10773309
2020-12-23,126687865.10773309
2020-12-24,127934225.10773309
2020-12-28,129181883.10773309
2020-12-29,129689271.10773309
2020-12-30,130894366.75985715
2021-01-04,132747055.75985715
2021-01-05,134881524.75985715
2021-01-06,133587147.75985715
2021-01-07,136464313.75985715
2021-01-08,141598324.75985715
2021-01-11,141449565.75985715
2021-01-12,140202124.75985715
2021-01-13,141025994.75985715
2021-01-14,141356186.75985715
2021-01-15,138221720.75985715
2021-01-18,134650260.75985715
2021-01-19,138898037.75985715
2021-01-20,139455522.75985715
2021-01-21,140783812.75985715
2021-01-22,140486815.75985715
2021-01-25,143724848.75985715
2021-01-26,140398749.75985715
2021-01-27,139453126.75985715
2021-01-28,136384731.75985715
2021-01-29,131618638.17383623
2021-02-01,133649112.17383623
2021-02-02,135338439.17383623
2021-02-03,135854050.17383623
2021-02-04,134271907.17383623
2021-02-05,135725576.17383623
2021-02-08,136355655.17383623
2021-02-09,136279601.17383623
2021-02-10,136200475.17383623
2021-02-15,137822279.17383623
2021-02-16,138909755.17383623
2021-02-17,138869365.17383623
2021-02-18,137149401.17383623
2021-02-19,137672747.17383623
2021-02-22,137388514.17383623
2021-02-23,137637068.17383623
2021-02-24,134721269.17383623
2021-02-25,138182934.17383623
2021-02-26,135163367.2298089
2021-03-02,136613685.2298089
2021-03-03,139430785.2298089
2021-03-04,139136467.2298089
2021-03-05,138921360.2298089
2021-03-08,139116674.2298089
2021-03-09,138128011.2298089
2021-03-10,136443562.2298089
2021-03-11,137992969.2298089
2021-03-12,139467921.2298089
2021-03-15,141271108.2298089
2021-03-16,142079575.2298089
2021-03-17,141572049.2298089
2021-03-18,142067837.2298089
2021-03-19,142402936.2298089
2021-03-22,142467365.2298089
2021-03-23,140536518.2298089
2021-03-24,140646874.2298089
2021-03-25,141272762.2298089
2021-03-26,142734109.2298089
2021-03-29,143080917.2298089
2021-03-30,143402764.2298089
2021-03-31,144290617.6867559
2021-04-01,143990192.6867559
2021-04-02,143151174.6867559
2021-04-05,144349243.6867559
2021-04-06,145805879.6867559
2021-04-07,146484940.6867559
2021-04-08,146330153.6867559
2021-04-09,146138037.6867559
2021-04-12,146249440.6867559
2021-04-13,146419676.6867559
2021-04-14,146439920.6867559
2021-04-15,146156594.6867559
2021-04-16,145909269.6867559
2021-04-19,146503624.6867559
2021-04-20,148502162.6867559
2021-04-21,147096574.6867559
2021-04-22,148000563.6867559
2021-04-23,148778930.6867559
2021-04-26,149849677.6867559
2021-04-27,150884373.6867559
2021-04-28,151103332.6867559
2021-04-29,151518214.6867559
2021-04-30,152207509.03102183
2021-05-03,150616675.03102183
2021-05-04,151394716.03102183
2021-05-06,154352549.03102183
2021-05-07,156026426.03102183
2021-05-10,159920313.03102183
2021-05-11,158675256.03102183
2021-05-12,155982096.03102183
2021-05-13,154017754.03102183
2021-05-14,154675586.03102183
2021-05-17,155972781.03102183
2021-05-18,156851109.03102183
2021-05-20,156011741.03102183
2021-05-21,154744850.03102183
2021-05-24,154638097.03102183
2021-05-25,156731231.03102183
2021-05-26,157778631.03102183
2021-05-27,158598229.03102183
2021-05-28,158803961.03102183
2021-05-31,160020301.14319304
2021-06-01,160939409.14319304
2021-06-02,161795557.14319304
2021-06-03,161674709.14319304
2021-06-04,160864120.14319304
2021-06-07,161119896.14319304
2021-06-08,161563103.14319304
2021-06-09,160308864.14319304
2021-06-10,159718720.14319304
2021-06-11,159506746.14319304
2021-06-14,158903976.14319304
2021-06-15,158671779.14319304
2021-06-16,159759346.14319304
2021-06-17,159141077.14319304
2021-06-18,158393335.14319304
2021-06-21,155896682.14319304
2021-06-22,157005896.14319304
2021-06-23,156363877.14319304
2021-06-24,156686497.14319304
2021-06-25,158434450.14319304
2021-06-28,158978021.14319304
2021-06-29,158429338.14319304
2021-06-30,158305911.7765085
2021-07-01,157115214.7765085
2021-07-02,157606102.7765085
2021-07-05,156575942.7765085
2021-07-06,156695403.7765085
2021-07-07,155177226.7765085
2021-07-08,154179679.7765085
2021-07-09,152428050.7765085
2021-07-12,154523415.7765085
2021-07-13,156270914.7765085
2021-07-14,155107153.7765085
2021-07-15,155732011.7765085
2021-07-16,155678874.7765085
2021-07-19,155067093.7765085
2021-07-20,154165671.7765085
2021-07-21,153299961.7765085
2021-07-22,155441511.7765085
2021-07-23,154732715.7765085
2021-07-26,153643129.7765085
2021-07-27,153852806.7765085
2021-07-28,154567924.7765085
2021-07-29,154747585.7765085
2021-07-30,152702243.4896999
2021-08-02,152346671.4896999
2021-08-03,152234990.4896999
2021-08-04,153509220.4896999
2021-08-05,152719146.4896999
2021-08-06,152938373.4896999
2021-08-09,153440475.4896999
2021-08-10,152754279.4896999
2021-08-11,154595155.4896999
2021-08-12,154696169.4896999
2021-08-13,153556910.4896999
2021-08-17,151515776.4896999
2021-08-18,152196498.4896999
2021-08-19,147883452.4896999
2021-08-20,145036228.4896999
2021-08-23,147332556.4896999
2021-08-24,150306299.4896999
2021-08-25,151619564.4896999
2021-08-26,151933871.4896999
2021-08-27,152478691.4896999
2021-08-30,151522475.4896999
2021-08-31,152544643.7493337
2021-09-01,153688785.7493337
2021-09-02,153083357.7493337
2021-09-03,153423687.7493337
2021-09-06,153335445.7493337
2021-09-07,152730758.7493337
2021-09-08,152457574.7493337
2021-09-09,150742544.7493337
2021-09-10,152424049.7493337
2021-09-13,152169826.7493337
2021-09-14,153735530.7493337
2021-09-15,153785916.7493337
2021-09-16,153157851.7493337
2021-09-17,152816290.7493337
2021-09-23,152204587.7493337
2021-09-24,152452087.7493337
2021-09-27,153342381.7493337
2021-09-28,152666496.7493337
2021-09-29,151538445.7493337
2021-09-30,153163029.8960547
2021-10-01,152086070.8960547
2021-10-05,152347125.8960547
2021-10-06,149885638.8960547
2021-10-07,151688551.8960547
2021-10-08,150195743.8960547
2021-10-12,149674980.8960547
2021-10-13,151320787.8960547
2021-10-14,151712334.8960547
2021-10-15,153711842.8960547
2021-10-18,154508370.8960547
2021-10-19,155150180.8960547
2021-10-20,155012662.8960547
2021-10-21,155264362.8960547
2021-10-22,155169799.8960547
2021-10-25,156622157.8960547
2021-10-26,156711158.8960547
2021-10-27,156540739.8960547
2021-10-28,153531773.8960547
2021-10-29,152104186.38354832
2021-11-01,152754276.38354832
2021-11-02,152550478.38354832
2021-11-03,150669132.38354832
2021-11-04,151212592.38354832
2021-11-05,149202640.38354832
2021-11-08,150317130.38354832
2021-11-09,149772902.38354832
2021-11-10,149160668.38354832
2021-11-11,147904122.38354832
2021-11-12,149885740.38354832
2021-11-15,150115176.38354832
2021-11-16,150644854.38354832
2021-11-17,148636362.38354832
2021-11-18,148072998.38354832
2021-11-19,147769534.38354832
2021-11-22,147337396.38354832
2021-11-23,148335034.38354832
2021-11-24,148823468.38354832
2021-11-25,147764662.38354832
2021-11-26,145822236.38354832
2021-11-29,144182768.38354832
2021-11-30,140564391.29796496
2021-12-01,140157588.29796496
2021-12-02,140443787.29796496
2021-12-03,142066839.29796496
2021-12-06,142528294.29796496
2021-12-07,142784697.29796496
2021-12-08,143534665.29796496
2021-12-09,143654779.29796496
2021-12-10,143602140.29796496
2021-12-13,143768959.29796496
2021-12-14,143677791.29796496
2021-12-15,143701350.29796496
2021-12-16,144062407.29796496
2021-12-17,145010372.29796496
2021-12-20,144096836.29796496
2021-12-21,144271041.29796496
2021-12-22,143992006.29796496
2021-12-23,144219581.29796496
2021-12-24,144301385.29796496
2021-12-27,144229005.29796496
2021-12-28,145107852.29796496
2021-12-29,140313235.29796496
2021-12-30,139435604.2735207
2022-01-03,138834389.2735207
2022-01-04,139219168.2735207
2022-01-05,139539135.2735207
2022-01-06,137685470.2735207
2022-01-07,138393542.2735207
2022-01-10,139922864.2735207
2022-01-11,140341519.2735207
2022-01-12,141633583.2735207
2022-01-13,141791947.2735207
2022-01-14,141045328.2735207
2022-01-17,139637817.2735207
2022-01-18,139408414.2735207
2022-01-19,139175519.2735207
2022-01-20,138503484.2735207
2022-01-21,138569659.2735207
2022-01-24,136527008.2735207
2022-01-25,133399593.27352072
2022-01-26,134583072.2735207
2022-01-27,132904404.27352072
2022-01-28,134455135.87801662
2022-02-03,135728969.87801662
2022-02-04,137777280.87801662
2022-02-07,137790122.87801662
2022-02-08,137505351.87801662
2022-02-09,139839319.87801662
2022-02-10,139812879.87801662
2022-02-11,140031468.87801662
2022-02-14,138543885.87801662
2022-02-15,137890653.87801662
2022-02-16,138823067.87801662
2022-02-17,139287713.87801662
2022-02-18,138635206.87801662
2022-02-21,137794793.87801662
2022-02-22,136728081.87801662
2022-02-23,136654469.87801662
2022-02-24,134949974.87801662
2022-02-25,134460421.87801662
2022-02-28,135739131.73992544
2022-03-02,134465269.73992544
2022-03-03,135727435.73992544
2022-03-04,135296555.73992544
2022-03-07,133175457.73992543
2022-03-08,131992414.73992543
2022-03-10,133602306.73992543
2022-03-11,133824340.73992543
2022-03-14,134416808.73992544
2022-03-15,134051203.73992543
2022-03-16,134830962.73992544
2022-03-17,135757019.73992544
2022-03-18,135879623.73992544
2022-03-21,135809562.73992544
2022-03-22,136735914.73992544
2022-03-23,137696852.73992544
2022-03-24,137776260.73992544
2022-03-25,137792856.73992544
2022-03-28,138669310.73992544
2022-03-29,139076704.73992544
2022-03-30,138321711.73992544
2022-03-31,138282605.4684549
2022-04-01,138463828.4684549
2022-04-04,138957129.4684549
2022-04-05,137921940.4684549
2022-04-06,138847906.4684549
2022-04-07,138368841.4684549
2022-04-08,139206624.4684549
2022-04-11,140028795.4684549
2022-04-12,139336936.4684549
2022-04-13,139404458.4684549
2022-04-14,139100045.4684549
2022-04-15,138594701.4684549
2022-04-18,138409718.4684549
2022-04-19,140311137.4684549
2022-04-20,140602084.4684549
2022-04-21,141090853.4684549
2022-04-22,141156090.4684549
2022-04-25,139077364.4684549
2022-04-26,139003716.4684549
2022-04-27,137406642.4684549
2022-04-28,138293475.4684549
2022-04-29,137817169.61258245
2022-05-02,137742162.61258245
2022-05-03,137517449.61258245
2022-05-04,137488745.61258245
2022-05-06,136666345.61258245
2022-05-09,135538437.61258245
2022-05-10,135313048.61258245
2022-05-11,134846306.61258245
2022-05-12,134964183.61258245
2022-05-13,137159150.61258245
2022-05-16,136984878.61258245
2022-05-17,136782047.61258245
2022-05-18,135985139.61258245
2022-05-19,134203967.61258245
2022-05-20,135894544.61258245
2022-05-23,136257637.61258245
2022-05-24,135038156.61258245
2022-05-25,135876588.61258245
2022-05-26,135600428.61258245
2022-05-27,136490091.61258245
2022-05-30,136860343.61258245
2022-05-31,136584216.50078613
2022-06-02,135864372.50078613
2022-06-03,136022618.50078613
2022-06-07,135707311.50078613
2022-06-08,136121900.50078613
2022-06-09,135831061.50078613
2022-06-10,134749942.50078613
2022-06-13,131501788.50078614
2022-06-14,131891618.50078614
2022-06-15,130511176.50078614
2022-06-16,129863898.50078614
2022-06-17,129323119.50078614
2022-06-20,128391587.50078614
2022-06-21,129848154.50078614
2022-06-22,127533545.50078614
2022-06-23,125944315.50078614
2022-06-24,127563329.50078614
2022-06-27,127923358.50078614
2022-06-28,129204743.50078614
2022-06-29,128153244.50078614
2022-06-30,127555928.8771019
2022-07-01,128396140.8771019
2022-07-04,128201204.8771019
2022-07-05,127908074.8771019
2022-07-06,123180136.8771019
2022-07-07,123667272.8771019
2022-07-08,124275902.8771019
2022-07-11,123458642.8771019
2022-07-12,124095512.8771019
2022-07-13,123013872.8771019
2022-07-14,122414650.8771019
2022-07-15,121490542.8771019
2022-07-18,123095714.8771019
2022-07-19,123221906.8771019
2022-07-20,123912504.8771019
2022-07-21,123846338.8771019
2022-07-22,123165368.8771019
2022-07-25,123626452.8771019
2022-07-26,124157348.8771019
2022-07-27,124556776.8771019
2022-07-28,124402396.8771019
2022-07-29,124577028.72674151
2022-08-01,123829158.72674151
2022-08-02,123323368.72674151
2022-08-03,123755254.72674151
2022-08-04,123506790.72674151
2022-08-05,124232396.72674151
2022-08-08,125120640.72674151
2022-08-09,126397600.72674151
2022-08-10,126337948.72674151
2022-08-11,126450250.72674151
2022-08-12,126856220.72674151
2022-08-16,126723582.72674151
2022-08-17,125604116.72674151
2022-08-18,124925384.72674151
2022-08-19,124785332.72674151
2022-08-22,124653420.72674151
2022-08-23,123448934.72674151
2022-08-24,123742068.72674151
2022-08-25,124676508.72674151
2022-08-26,123903160.72674151
2022-08-29,121855764.72674151
2022-08-30,123294026.72674151
2022-08-31,123319771.7126619
2022-09-01,121841922.7126619
2022-09-02,122005768.7126619
2022-09-05,121631016.7126619
2022-09-06,121913324.7126619
2022-09-07,120859665.7126619
2022-09-08,121949234.7126619
2022-09-13,123303982.7126619
2022-09-14,120862438.7126619
2022-09-15,120652165.7126619
2022-09-16,120113072.7126619
2022-09-19,119670011.7126619
2022-09-20,120901694.7126619
2022-09-21,119815581.7126619
2022-09-22,120191139.7126619
2022-09-23,118753763.7126619
2022-09-26,116460826.7126619
2022-09-27,117684799.7126619
2022-09-28,115609805.7126619
2022-09-29,116580084.7126619
2022-09-30,115293377.11179706
2022-10-04,116074588.11179706
2022-10-05,115663507.11179706
2022-10-06,115756642.11179706
2022-10-07,116077436.11179706
2022-10-11,114374571.11179706
2022-10-12,114854398.11179706
2022-10-13,113720211.11179706
2022-10-14,115326127.11179706
2022-10-17,115344287.11179706
2022-10-18,116170014.11179706
2022-10-19,115571822.11179706
2022-10-20,115692620.11179706
2022-10-21,114447361.11179706
2022-10-24,114833127.11179706
2022-10-25,114612699.11179706
2022-10-26,114942454.11179706
2022-10-27,116245752.11179706
2022-10-28,116908950.11179706
2022-10-31,116786097.78982787
2022-11-01,117385947.78982787
2022-11-02,117598371.78982787
2022-11-03,117089342.78982787
2022-11-04,117591417.78982787
2022-11-07,117438531.78982787
2022-11-08,116630433.78982787
2022-11-09,116842929.78982787
2022-11-10,116868543.78982787
2022-11-11,116341822.78982787
2022-11-14,116603734.78982787
2022-11-15,115743476.78982787
2022-11-16,116247025.78982787
2022-11-17,116136037.78982787
2022-11-18,116127325.78982787
2022-11-21,116807704.78982787
2022-11-22,117133159.78982787
2022-11-23,117353539.78982787
2022-11-24,117274142.78982787
2022-11-25,118137170.78982787
2022-11-28,117586859.78982787
2022-11-29,118031025.78982787
2022-11-30,118922934.26180533
2022-12-01,118337308.26180533
2022-12-02,117665451.26180533
2022-12-05,116802701.26180533
2022-12-06,117336384.26180533
2022-12-07,117509840.26180533
2022-12-08,117416170.26180533
2022-12-09,117571145.26180533
2022-12-12,117514107.26180533
2022-12-13,117713980.26180533
2022-12-14,117624794.26180533
2022-12-15,117405374.26180533
2022-12-16,116758755.26180533
2022-12-19,116556900.26180533
2022-12-20,116682947.26180533
2022-12-21,117769152.26180533
2022-12-22,117810898.26180533
2022-12-23,117007633.26180533
2022-12-26,116840097.26180533
2022-12-27,117213044.26180533
2022-12-28,116426977.26180533
2022-12-29,114909071.28075182
2023-01-02,112717697.28075182
2023-01-03,112187405.28075182
2023-01-04,112610779.28075182
2023-01-05,113668383.28075182
2023-01-06,115166645.28075182
2023-01-09,116531115.28075182
2023-01-10,116862289.28075182
2023-01-11,116339671.28075182
2023-01-12,116542633.28075182
2023-01-13,118973751.28075182
2023-01-16,120280937.28075182
2023-01-17,120228101.28075182
2023-01-18,120300619.28075182
2023-01-19,121683893.28075182
2023-01-20,122985031.28075182
2023-01-25,123237707.28075182
2023-01-26,123907869.28075182
2023-01-27,124418867.28075182
2023-01-30,122139033.28075182
2023-01-31,121572666.06147833
2023-02-01,121457958.06147833
2023-02-02,119381876.06147833
2023-02-03,119424099.06147833
2023-02-06,118607205.06147833
2023-02-07,118155315.06147833
2023-02-08,120126233.06147833
2023-02-09,118559618.06147833
2023-02-10,119669734.06147833
2023-02-13,120282361.06147833
2023-02-14,120076827.06147833
2023-02-15,119211601.06147833
2023-02-16,119498786.06147833
2023-02-17,120050128.06147833
2023-02-20,120281496.06147833
2023-02-21,120670578.06147833
2023-02-22,119680780.06147833
2023-02-23,120782927.06147833
2023-02-24,120262189.06147833
2023-02-27,119863400.06147833
2023-02-28,118918550.83879119
2023-03-02,120850673.83879119
2023-03-03,120297688.83879119
2023-03-06,120293615.83879119
2023-03-07,120002201.83879119
2023-03-08,119835801.83879119
2023-03-09,120100788.83879119
2023-03-10,119447377.83879119
2023-03-13,120158002.83879119
2023-03-14,117846071.83879119
2023-03-15,120202163.83879119
2023-03-16,119017234.83879119
2023-03-17,120107409.83879119
2023-03-20,119783442.83879119
2023-03-21,120985512.83879119
2023-03-22,120315384.83879119
2023-03-23,120551695.83879119
2023-03-24,120125610.83879119
2023-03-27,120280233.83879119
2023-03-28,121769590.83879119
2023-03-29,122586538.83879119
2023-03-30,122311595.83879119
2023-03-31,124120439.43381566
2023-04-03,123678036.43381566
2023-04-04,124239635.43381566
2023-04-05,124305315.43381566
2023-04-06,122532620.43381566
2023-04-07,122848248.43381566
2023-04-10,122763024.43381566
2023-04-11,123956832.43381566
2023-04-12,124543853.43381566
2023-04-13,124942233.43381566
2023-04-14,124913570.43381566
2023-04-17,125347716.43381566
2023-04-18,125107844.43381566
2023-04-19,125500154.43381566
2023-04-20,124918216.43381566
2023-04-21,124222194.43381566
2023-04-24,122294209.43381566
2023-04-25,121367362.43381566
2023-04-26,121027553.43381566
2023-04-27,122180485.43381566
2023-04-28,121803880.17622066
2023-05-02,122824085.17622066
2023-05-03,122007578.17622066
2023-05-04,121608196.17622066
2023-05-08,122628501.17622066
2023-05-09,122511692.17622066
2023-05-10,122336174.17622066
2023-05-11,121668718.17622066
2023-05-12,120896648.17622066
2023-05-15,120808790.17622066
2023-05-16,120360575.17622066
2023-05-17,120254469.17622066
2023-05-18,120720354.17622066
2023-05-19,121499501.17622066
2023-05-22,122509023.17622066
2023-05-23,122640095.17622066
2023-05-24,122914850.17622066
2023-05-25,122133230.17622066
2023-05-26,122157335.17622066
2023-05-30,122628599.17622066
2023-05-31,121887997.20627217
2023-06-01,121787804.20627217
2023-06-02,122976043.20627217
2023-06-05,123789323.20627217
2023-06-07,124124886.20627217
2023-06-08,124127943.20627217
2023-06-09,125147640.20627217
2023-06-12,124569405.20627217
2023-06-13,125326134.20627217
2023-06-14,124316951.20627217
2023-06-15,124782556.20627217
2023-06-16,125485855.20627217
2023-06-19,124777104.20627217
2023-06-20,124627203.20627217
2023-06-21,124487023.20627217
2023-06-22,124358074.20627217
2023-06-23,123488671.20627217
2023-06-26,124338863.20627217
2023-06-27,124866581.20627217
2023-06-28,124119992.20627217
2023-06-29,123667810.20627217
2023-06-30,124512920.69738492
2023-07-03,126146802.69738492
2023-07-04,125572359.69738492
2023-07-05,124763015.69738492
2023-07-06,123539093.69738492
2023-07-07,122075512.69738492
2023-07-10,122492636.69738492
2023-07-11,124852414.69738492
2023-07-12,126434807.69738492
2023-07-13,127205148.69738492
2023-07-14,129237229.69738492
2023-07-17,128818298.69738492
2023-07-18,127840816.69738492
2023-07-19,128390868.69738492
2023-07-20,128384427.69738492
2023-07-21,128488398.69738492
2023-07-24,127563156.69738492
2023-07-25,128148839.69738492
2023-07-26,125929146.69738492
2023-07-27,127463219.69738492
2023-07-28,128909035.69738492
2023-07-31,129120445.49151348
2023-08-01,130862830.49151348
2023-08-02,128260947.49151348
2023-08-03,127792379.49151348
2023-08-04,127960428.49151348
2023-08-07,127163917.49151348
2023-08-08,126861612.49151348
2023-08-09,127634065.49151348
2023-08-10,126945969.49151348
2023-08-11,127207201.49151348
2023-08-14,126019187.49151348
2023-08-16,124853243.49151348
2023-08-17,124517841.49151348
2023-08-18,124160022.49151348
2023-08-21,124386299.49151348
2023-08-22,124758561.49151348
2023-08-23,124498121.49151348
2023-08-24,125574164.49151348
2023-08-25,124299240.49151348
2023-08-28,125203319.49151348
2023-08-29,126015517.49151348
2023-08-30,126558697.49151348
2023-08-31,126098182.99429148
2023-09-01,126647820.99429148
2023-09-04,126838494.99429148
2023-09-05,126453412.99429148
2023-09-06,126310059.99429148
2023-09-07,126012318.99429148
2023-09-08,126243914.99429148
2023-09-11,126382539.99429148
2023-09-12,125421050.99429148
2023-09-13,125712803.99429148
2023-09-14,126935444.99429148
2023-09-15,128325272.99429148
2023-09-18,126662239.99429148
2023-09-19,126331901.99429148
2023-09-20,126438760.99429148
2023-09-21,124613633.99429148
2023-09-22,124070455.99429148
2023-09-25,123995442.99429148
2023-09-26,122386128.99429148
2023-09-27,121862668.73071013
2023-10-04,119992644.73071013
2023-10-05,119608125.73071013
2023-10-06,120882272.73071013
2023-10-10,122320681.73071013
2023-10-11,122506107.73071013
